"Uxmean","U:0","U:1","U:2","pMean","pPrime2Mean","Q","QMean","p","UMean:0","UMean:1","UMean:2","vorticityMean:0","vorticityMean:1","vorticityMean:2","vorticity:0","vorticity:1","vorticity:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","PmeanPSI","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.0538,2.9764,0.55499,0.13228,355.96,32.488,-3.9259e+09,8.7321e+09,357.8,1.0538,0.57941,0.35205,-35848,-9522.1,6.3156e+05,11983,17202,2.4403e+05,9.1525,0.32338,-0.3666,0.728,0.17101,-0.068883,66.916,1,0.0011547,0.00015467,3e-05,-2e-05
-1.0244,2.9521,0.52492,0.13103,356.05,30.947,-4.3255e+09,8.4768e+09,357.97,1.0244,0.57801,0.34348,-37921,-10367,6.5555e+05,11011,17545,2.4727e+05,9.2983,0.31152,-0.36506,0.69905,0.15386,-0.066193,66.93,1,0.001156,0.000156,3e-05,-2e-05
-1.0244,2.9521,0.52492,0.13103,356.05,30.947,-4.3255e+09,8.4768e+09,357.97,1.0244,0.57801,0.34348,-37921,-10367,6.5555e+05,11011,17545,2.4727e+05,9.2983,0.31152,-0.36506,0.69905,0.15386,-0.066193,66.93,1,0.0011573,0.00015733,3e-05,-2e-05
-0.9812,2.9241,0.49292,0.12964,356.15,29.396,-4.7411e+09,7.9394e+09,358.13,0.9812,0.57497,0.3333,-40074,-11838,6.8279e+05,10028,17952,2.5311e+05,9.5104,0.29559,-0.36481,0.6673,0.13765,-0.06312,66.945,1,0.0011587,0.00015867,3e-05,-2e-05
-0.92188,2.8911,0.45959,0.12768,356.27,27.86,-5.2431e+09,7.2273e+09,358.28,0.92188,0.57023,0.32131,-42272,-13898,7.1402e+05,9247.3,17972,2.6198e+05,9.7981,0.27348,-0.366,0.63325,0.12263,-0.059893,66.962,1,0.00116,0.00016,3e-05,-2e-05
-0.92188,2.8911,0.45959,0.12768,356.27,27.86,-5.2431e+09,7.2273e+09,358.28,0.92188,0.57023,0.32131,-42272,-13898,7.1402e+05,9247.3,17972,2.6198e+05,9.7981,0.27348,-0.366,0.63325,0.12263,-0.059893,66.962,1,0.0011613,0.00016133,3e-05,-2e-05
-0.84496,2.8516,0.42507,0.12578,356.4,26.319,-5.9025e+09,6.1726e+09,358.43,0.84496,0.56385,0.30807,-44287,-16327,7.4937e+05,8394.9,17854,2.7543e+05,10.172,0.24357,-0.36778,0.5963,0.109,-0.056336,66.981,1,0.0011627,0.00016267,3e-05,-2e-05
-0.7472,2.8033,0.38878,0.12335,356.54,24.793,-6.8618e+09,4.6772e+09,358.57,0.7472,0.55584,0.29321,-46092,-19287,7.8987e+05,7263.7,17330,2.949e+05,10.646,0.20407,-0.37131,0.55751,0.096872,-0.052743,67.001,1,0.001164,0.000164,3e-05,-2e-05
-0.7472,2.8033,0.38878,0.12335,356.54,24.793,-6.8618e+09,4.6772e+09,358.57,0.7472,0.55584,0.29321,-46092,-19287,7.8987e+05,7263.7,17330,2.949e+05,10.646,0.20407,-0.37131,0.55751,0.096872,-0.052743,67.001,1,0.0011653,0.00016533,3e-05,-2e-05
-0.62598,2.7442,0.35093,0.12043,356.68,23.285,-7.9989e+09,2.7642e+09,358.7,0.62598,0.5465,0.27703,-47679,-22766,8.3634e+05,5879,16380,3.2234e+05,11.226,0.15145,-0.37532,0.51674,0.086128,-0.048664,67.023,1,0.0011667,0.00016667,3e-05,-2e-05
-0.47763,2.6725,0.31247,0.11723,356.84,21.811,-9.2651e+09,3.7702e+08,358.82,0.47763,0.53605,0.25963,-48906,-27018,8.8967e+05,5075.9,14660,3.6001e+05,11.919,0.082256,-0.38048,0.47441,0.076847,-0.044162,67.045,1,0.001168,0.000168,3e-05,-2e-05
-0.47763,2.6725,0.31247,0.11723,356.84,21.811,-9.2651e+09,3.7702e+08,358.82,0.47763,0.53605,0.25963,-48906,-27018,8.8967e+05,5075.9,14660,3.6001e+05,11.919,0.082256,-0.38048,0.47441,0.076847,-0.044162,67.045,1,0.0011693,0.00016933,3e-05,-2e-05
-0.29869,2.5836,0.27523,0.11434,357,20.373,-1.0542e+10,-2.6354e+09,358.93,0.29869,0.52483,0.24158,-49694,-31782,9.5081e+05,4015.1,12233,4.1132e+05,12.736,-0.0072436,-0.38616,0.43135,0.069066,-0.03923,67.069,1,0.0011707,0.00017067,3e-05,-2e-05
-0.084356,2.4689,0.24138,0.11046,357.16,18.977,-1.2226e+10,-6.0718e+09,359.04,0.084356,0.51353,0.22327,-49958,-37094,1.0214e+06,2246,8733.7,4.795e+05,13.675,-0.12082,-0.39292,0.38871,0.062733,-0.033834,67.092,1,0.001172,0.000172,3e-05,-2e-05
-0.084356,2.4689,0.24138,0.11046,357.16,18.977,-1.2226e+10,-6.0718e+09,359.04,0.084356,0.51353,0.22327,-49958,-37094,1.0214e+06,2246,8733.7,4.795e+05,13.675,-0.12082,-0.39292,0.38871,0.062733,-0.033834,67.092,1,0.0011733,0.00017333,3e-05,-2e-05
0.16983,2.3219,0.21028,0.10574,357.32,17.624,-1.4944e+10,-9.6302e+09,359.14,-0.16983,0.50379,0.20516,-49716,-42697,1.1021e+06,480.46,4095.2,5.6775e+05,14.728,-0.26196,-0.4,0.34884,0.057665,-0.02811,67.116,1,0.0011747,0.00017467,3e-05,-2e-05
0.46979,2.1349,0.18082,0.10151,357.49,16.336,-1.4529e+10,-1.3007e+10,359.24,-0.46979,0.49796,0.18727,-48973,-48643,1.1937e+06,-1612,-2276.7,6.8317e+05,15.878,-0.43227,-0.40641,0.31435,0.053425,-0.022051,67.14,1,0.001176,0.000176,3e-05,-2e-05
0.46979,2.1349,0.18082,0.10151,357.49,16.336,-1.4529e+10,-1.3007e+10,359.24,-0.46979,0.49796,0.18727,-48973,-48643,1.1937e+06,-1612,-2276.7,6.8317e+05,15.878,-0.43227,-0.40641,0.31435,0.053425,-0.022051,67.14,1,0.0011773,0.00017733,3e-05,-2e-05
0.82098,1.8952,0.16135,0.096688,357.65,15.105,-1.3275e+10,-1.6171e+10,359.33,-0.82098,0.49804,0.16969,-47976,-54700,1.2951e+06,-6226.6,-10277,8.3008e+05,17.085,-0.63015,-0.41148,0.28679,0.049901,-0.016024,67.164,1,0.0011787,0.00017867,3e-05,-2e-05
1.2302,1.5875,0.15527,0.090153,357.8,13.939,-1.892e+10,-1.9098e+10,359.4,-1.2302,0.50673,0.1527,-46616,-60663,1.4045e+06,-7939.2,-20442,1.0034e+06,18.311,-0.85053,-0.41289,0.26704,0.046811,-0.010302,67.186,1,0.00118,0.00018,3e-05,-2e-05
1.2302,1.5875,0.15527,0.090153,357.8,13.939,-1.892e+10,-1.9098e+10,359.4,-1.2302,0.50673,0.1527,-46616,-60663,1.4045e+06,-7939.2,-20442,1.0034e+06,18.311,-0.85053,-0.41289,0.26704,0.046811,-0.010302,67.186,1,0.0011813,0.00018133,3e-05,-2e-05
1.7027,1.1944,0.16121,0.083128,357.95,12.842,-2.5464e+10,-2.2316e+10,359.48,-1.7027,0.5262,0.13656,-44991,-66971,1.5198e+06,-9105.9,-32817,1.1991e+06,19.49,-1.0836,-0.41088,0.25517,0.044274,-0.0053474,67.208,1,0.0011827,0.00018267,3e-05,-2e-05
2.242,0.69732,0.18853,0.074573,358.09,11.821,-3.0022e+10,-2.586e+10,359.56,-2.242,0.55867,0.12109,-43165,-73224,1.6367e+06,-12421,-47454,1.4113e+06,20.552,-1.3189,-0.40321,0.25028,0.04212,-0.0014059,67.229,1,0.001184,0.000184,3e-05,-2e-05
2.242,0.69732,0.18853,0.074573,358.09,11.821,-3.0022e+10,-2.586e+10,359.56,-2.242,0.55867,0.12109,-43165,-73224,1.6367e+06,-12421,-47454,1.4113e+06,20.552,-1.3189,-0.40321,0.25028,0.04212,-0.0014059,67.229,1,0.0011853,0.00018533,3e-05,-2e-05
2.8467,0.084524,0.24744,0.0638,358.21,10.871,-2.9045e+10,-2.842e+10,359.64,-2.8467,0.60518,0.10685,-41412,-79425,1.7514e+06,-18001,-64244,1.628e+06,21.405,-1.5422,-0.39106,0.25218,0.040461,0.0011299,67.247,1,0.0011867,0.00018667,3e-05,-2e-05
3.5136,-0.64929,0.34161,0.055351,358.32,9.9873,-2.3065e+10,-3.002e+10,359.73,-3.5136,0.66633,0.093417,-39973,-85575,1.8585e+06,-23053,-83862,1.8343e+06,21.969,-1.7344,-0.37065,0.25775,0.039123,0.0021268,67.262,1,0.001188,0.000188,3e-05,-2e-05
3.5136,-0.64929,0.34161,0.055351,358.32,9.9873,-2.3065e+10,-3.002e+10,359.73,-3.5136,0.66633,0.093417,-39973,-85575,1.8585e+06,-23053,-83862,1.8343e+06,21.969,-1.7344,-0.37065,0.25775,0.039123,0.0021268,67.262,1,0.0011893,0.00018933,3e-05,-2e-05
4.2352,-1.4928,0.46675,0.050461,358.41,9.1661,-2.0732e+10,-3.1515e+10,359.81,-4.2352,0.74124,0.08123,-38784,-91433,1.9531e+06,-26756,-1.0158e+05,2.0164e+06,22.143,-1.8692,-0.34575,0.26199,0.038151,0.002169,67.276,1,0.0011907,0.00019067,3e-05,-2e-05
5.0023,-2.4179,0.61144,0.045647,358.48,8.4084,-2.0951e+10,-3.326e+10,359.86,-5.0023,0.82837,0.069607,-37304,-95914,2.0296e+06,-29448,-1.1362e+05,2.1622e+06,21.862,-1.9263,-0.31534,0.26012,0.037258,0.0016676,67.286,1,0.001192,0.000192,3e-05,-2e-05
5.0023,-2.4179,0.61144,0.045647,358.48,8.4084,-2.0951e+10,-3.326e+10,359.86,-5.0023,0.82837,0.069607,-37304,-95914,2.0296e+06,-29448,-1.1362e+05,2.1622e+06,21.862,-1.9263,-0.31534,0.26012,0.037258,0.0016676,67.286,1,0.0011933,0.00019333,3e-05,-2e-05
5.8043,-3.3936,0.76628,0.038727,358.54,7.7005,-2.2549e+10,-3.4957e+10,359.87,-5.8043,0.92459,0.059357,-35887,-99242,2.0859e+06,-30940,-1.2159e+05,2.2688e+06,21.078,-1.8898,-0.28284,0.24805,0.036455,0.0010662,67.294,1,0.0011947,0.00019467,3e-05,-2e-05
6.6259,-4.3892,0.92231,0.029638,358.58,7.0275,-2.6517e+10,-3.5722e+10,359.87,-6.6259,1.0278,0.049009,-34326,-1.0057e+05,2.1188e+06,-31012,-1.2637e+05,2.3316e+06,19.81,-1.7542,-0.24562,0.22324,0.03547,3.1808e-05,67.3,1,0.001196,0.000196,3e-05,-2e-05
6.6259,-4.3892,0.92231,0.029638,358.58,7.0275,-2.6517e+10,-3.5722e+10,359.87,-6.6259,1.0278,0.049009,-34326,-1.0057e+05,2.1188e+06,-31012,-1.2637e+05,2.3316e+06,19.81,-1.7542,-0.24562,0.22324,0.03547,3.1808e-05,67.3,1,0.0011973,0.00019733,3e-05,-2e-05
7.453,-5.3811,1.0698,0.021437,358.6,6.3834,-3.1906e+10,-3.6554e+10,359.88,-7.453,1.1334,0.039699,-32730,-1.0002e+05,2.1275e+06,-30921,-1.2843e+05,2.3526e+06,18.142,-1.536,-0.20442,0.18796,0.034246,-0.0015829,67.304,1,0.0011987,0.00019867,3e-05,-2e-05
8.2713,-6.3512,1.2053,0.012905,358.61,5.7593,-3.6056e+10,-3.7436e+10,359.88,-8.2713,1.2373,0.030513,-30701,-96794,2.1128e+06,-30592,-1.2694e+05,2.3394e+06,16.209,-1.2683,-0.16063,0.14779,0.032534,-0.0035433,67.305,1,0.0012,0.0002,3e-05,-2e-05
8.2713,-6.3512,1.2053,0.012905,358.61,5.7593,-3.6056e+10,-3.7436e+10,359.88,-8.2713,1.2373,0.030513,-30701,-96794,2.1128e+06,-30592,-1.2694e+05,2.3394e+06,16.209,-1.2683,-0.16063,0.14779,0.032534,-0.0035433,67.305,1,0.0012013,0.00020133,3e-05,-2e-05
9.0656,-7.2843,1.3271,0.0046064,358.6,5.1654,-3.8243e+10,-3.7697e+10,359.88,-9.0656,1.3355,0.022159,-28530,-91261,2.0784e+06,-29620,-1.2307e+05,2.3018e+06,14.178,-0.98896,-0.11837,0.10891,0.03044,-0.005429,67.304,1,0.0012027,0.00020267,3e-05,-2e-05
9.8272,-8.1742,1.4359,-0.0046647,358.59,4.6059,-3.9278e+10,-3.7427e+10,359.86,-9.8272,1.426,0.012872,-26182,-84402,2.0279e+06,-27970,-1.1822e+05,2.2464e+06,12.202,-0.72661,-0.081768,0.075221,0.028038,-0.0066469,67.302,1,0.001204,0.000204,3e-05,-2e-05
9.8272,-8.1742,1.4359,-0.0046647,358.59,4.6059,-3.9278e+10,-3.7427e+10,359.86,-9.8272,1.426,0.012872,-26182,-84402,2.0279e+06,-27970,-1.1822e+05,2.2464e+06,12.202,-0.72661,-0.081768,0.075221,0.028038,-0.0066469,67.302,1,0.0012053,0.00020533,3e-05,-2e-05
10.549,-9.0158,1.5313,-0.013079,358.57,4.0992,-4.0129e+10,-3.6973e+10,359.85,-10.549,1.5069,0.003856,-23801,-76333,1.9661e+06,-26302,-1.1224e+05,2.1801e+06,10.387,-0.50524,-0.053473,0.049887,0.025551,-0.0068866,67.3,1,0.0012067,0.00020667,3e-05,-2e-05
11.228,-9.8101,1.6146,-0.021995,358.55,3.631,-4.0362e+10,-3.5867e+10,359.83,-11.228,1.5783,-0.0060202,-21322,-67728,1.8975e+06,-24454,-1.0555e+05,2.1075e+06,8.7868,-0.33193,-0.032991,0.032941,0.022958,-0.006346,67.296,1,0.001208,0.000208,3e-05,-2e-05
11.228,-9.8101,1.6146,-0.021995,358.55,3.631,-4.0362e+10,-3.5867e+10,359.83,-11.228,1.5783,-0.0060202,-21322,-67728,1.8975e+06,-24454,-1.0555e+05,2.1075e+06,8.7868,-0.33193,-0.032991,0.032941,0.022958,-0.006346,67.296,1,0.0012093,0.00020933,3e-05,-2e-05
11.866,-10.559,1.6876,-0.029982,358.53,3.2153,-4.0057e+10,-3.4238e+10,359.8,-11.866,1.6411,-0.015367,-18949,-59532,1.826e+06,-22610,-99058,2.0323e+06,7.413,-0.20312,-0.018716,0.022631,0.020385,-0.0053862,67.293,1,0.0012107,0.00021067,3e-05,-2e-05
12.464,-11.266,1.7526,-0.038365,358.5,2.8405,-3.9265e+10,-3.2248e+10,359.76,-12.464,1.6969,-0.025148,-16425,-51815,1.7536e+06,-20541,-92693,1.9561e+06,6.2512,-0.11074,-0.0090725,0.016986,0.017886,-0.0043208,67.289,1,0.001212,0.000212,3e-05,-2e-05
12.464,-11.266,1.7526,-0.038365,358.5,2.8405,-3.9265e+10,-3.2248e+10,359.76,-12.464,1.6969,-0.025148,-16425,-51815,1.7536e+06,-20541,-92693,1.9561e+06,6.2512,-0.11074,-0.0090725,0.016986,0.017886,-0.0043208,67.289,1,0.0012133,0.00021333,3e-05,-2e-05
13.025,-11.933,1.8106,-0.045955,358.48,2.5146,-3.7867e+10,-3.0126e+10,359.72,-13.025,1.7467,-0.034188,-13966,-44888,1.682e+06,-18518,-86633,1.88e+06,5.2737,-0.046116,-0.0024504,0.014332,0.015563,-0.0033328,67.286,1,0.0012147,0.00021467,3e-05,-2e-05
13.555,-12.564,1.8637,-0.053709,358.46,2.2281,-3.5586e+10,-2.7849e+10,359.67,-13.555,1.792,-0.04308,-11425,-38807,1.6111e+06,-16298,-80926,1.8038e+06,4.4481,-0.0010629,0.0021389,0.013525,0.013424,-0.0025247,67.282,1,0.001216,0.000216,3e-05,-2e-05
13.555,-12.564,1.8637,-0.053709,358.46,2.2281,-3.5586e+10,-2.7849e+10,359.67,-13.555,1.792,-0.04308,-11425,-38807,1.6111e+06,-16298,-80926,1.8038e+06,4.4481,-0.0010629,0.0021389,0.013525,0.013424,-0.0025247,67.282,1,0.0012173,0.00021733,3e-05,-2e-05
14.052,-13.16,1.9131,-0.060661,358.44,1.9887,-3.2131e+10,-2.5598e+10,359.63,-14.052,1.8334,-0.05087,-8984.7,-33411,1.5402e+06,-14042,-75239,1.7266e+06,3.7482,0.030217,0.0058101,0.013901,0.011547,-0.0019295,67.279,1,0.0012187,0.00021867,3e-05,-2e-05
14.523,-13.723,1.9616,-0.06781,358.42,1.7852,-2.7305e+10,-2.3364e+10,359.59,-14.523,1.8717,-0.058315,-6613,-29045,1.4692e+06,-11777,-70105,1.6483e+06,3.1488,0.052478,0.0088515,0.015134,0.0098917,-0.001558,67.276,1,0.00122,0.00022,3e-05,-2e-05
14.523,-13.723,1.9616,-0.06781,358.42,1.7852,-2.7305e+10,-2.3364e+10,359.59,-14.523,1.8717,-0.058315,-6613,-29045,1.4692e+06,-11777,-70105,1.6483e+06,3.1488,0.052478,0.0088515,0.015134,0.0098917,-0.001558,67.276,1,0.0012213,0.00022133,3e-05,-2e-05
14.966,-14.253,2.0106,-0.073941,358.4,1.6231,-2.3378e+10,-2.1316e+10,359.56,-14.966,1.9071,-0.064479,-4461.7,-25600,1.3966e+06,-9836.5,-65349,1.5663e+06,2.6332,0.068767,0.011632,0.017073,0.008491,-0.0013789,67.274,1,0.0012227,0.00022267,3e-05,-2e-05
15.384,-14.752,2.0572,-0.07997,358.38,1.4878,-2.1655e+10,-1.9563e+10,359.51,-15.384,1.9392,-0.070017,-2382.3,-22843,1.3214e+06,-7810.6,-60933,1.4754e+06,2.1871,0.080897,0.014125,0.019676,0.0072948,-0.0013786,67.271,1,0.001224,0.000224,3e-05,-2e-05
15.384,-14.752,2.0572,-0.07997,358.38,1.4878,-2.1655e+10,-1.9563e+10,359.51,-15.384,1.9392,-0.070017,-2382.3,-22843,1.3214e+06,-7810.6,-60933,1.4754e+06,2.1871,0.080897,0.014125,0.019676,0.0072948,-0.0013786,67.271,1,0.0012253,0.00022533,3e-05,-2e-05
15.776,-15.219,2.0983,-0.084993,358.37,1.387,-2.1186e+10,-1.8184e+10,359.46,-15.776,1.9676,-0.074246,-541.38,-20482,1.2432e+06,-5926.3,-56444,1.3772e+06,1.8012,0.089455,0.016603,0.022885,0.0063125,-0.0014851,67.269,1,0.0012267,0.00022667,3e-05,-2e-05
16.143,-15.652,2.1322,-0.09025,358.35,1.3079,-2.1074e+10,-1.6861e+10,359.42,-16.143,1.9912,-0.077983,1199.3,-18928,1.1615e+06,-4019.3,-52627,1.2722e+06,1.4696,0.094537,0.018774,0.026617,0.0054852,-0.0017021,67.267,1,0.001228,0.000228,3e-05,-2e-05
16.143,-15.652,2.1322,-0.09025,358.35,1.3079,-2.1074e+10,-1.6861e+10,359.42,-16.143,1.9912,-0.077983,1199.3,-18928,1.1615e+06,-4019.3,-52627,1.2722e+06,1.4696,0.094537,0.018774,0.026617,0.0054852,-0.0017021,67.267,1,0.0012293,0.00022933,3e-05,-2e-05
16.483,-16.05,2.1578,-0.094476,358.33,1.2502,-2.0773e+10,-1.5468e+10,359.42,-16.483,2.0096,-0.080579,2738.7,-17762,1.0768e+06,-2215.7,-48874,1.1616e+06,1.1883,0.095891,0.020746,0.030785,0.0048095,-0.0019428,67.265,1,0.0012307,0.00023067,3e-05,-2e-05
16.796,-16.412,2.1746,-0.097279,358.32,1.1968,-1.8671e+10,-1.3767e+10,359.44,-16.796,2.022,-0.082531,4213.4,-17141,9.8946e+05,19.718,-45333,1.0473e+06,0.9536,0.093295,0.022368,0.035293,0.0042392,-0.0021826,67.262,1,0.001232,0.000232,3e-05,-2e-05
16.796,-16.412,2.1746,-0.097279,358.32,1.1968,-1.8671e+10,-1.3767e+10,359.44,-16.796,2.022,-0.082531,4213.4,-17141,9.8946e+05,19.718,-45333,1.0473e+06,0.9536,0.093295,0.022368,0.035293,0.0042392,-0.0021826,67.262,1,0.0012333,0.00023333,3e-05,-2e-05
17.081,-16.737,2.182,-0.098903,358.29,1.1366,-1.4362e+10,-1.1785e+10,359.43,-17.081,2.028,-0.083558,5604.7,-16763,8.9964e+05,2424.7,-41503,9.2869e+05,0.76348,0.086534,0.023601,0.039978,0.0037554,-0.0023516,67.258,1,0.0012347,0.00023467,3e-05,-2e-05
17.336,-17.014,2.1754,-0.10058,358.24,1.0605,-8.5597e+09,-9.7255e+09,359.32,-17.336,2.0269,-0.083988,7008.8,-16638,8.0892e+05,4986.7,-36784,8.0792e+05,0.61533,0.075654,0.024258,0.044603,0.0033372,-0.0024496,67.251,1,0.001236,0.000236,3e-05,-2e-05
17.336,-17.014,2.1754,-0.10058,358.24,1.0605,-8.5597e+09,-9.7255e+09,359.32,-17.336,2.0269,-0.083988,7008.8,-16638,8.0892e+05,4986.7,-36784,8.0792e+05,0.61533,0.075654,0.024258,0.044603,0.0033372,-0.0024496,67.251,1,0.0012373,0.00023733,3e-05,-2e-05
17.561,-17.246,2.1561,-0.10201,358.18,0.97557,-4.1163e+09,-7.8196e+09,359.17,-17.561,2.0186,-0.083748,8315.2,-16711,7.1821e+05,7103.4,-32916,6.9042e+05,0.50619,0.061038,0.024292,0.048932,0.0029786,-0.0024583,67.242,1,0.0012387,0.00023867,3e-05,-2e-05
17.757,-17.434,2.1249,-0.10331,358.11,0.89472,-3.7257e+09,-6.307e+09,359,-17.757,2.0031,-0.083121,9577.5,-17035,6.2888e+05,8620.8,-29468,5.785e+05,0.43202,0.043328,0.023689,0.052848,0.0026715,-0.0024012,67.232,1,0.00124,0.00024,3e-05,-2e-05
17.757,-17.434,2.1249,-0.10331,358.11,0.89472,-3.7257e+09,-6.307e+09,359,-17.757,2.0031,-0.083121,9577.5,-17035,6.2888e+05,8620.8,-29468,5.785e+05,0.43202,0.043328,0.023689,0.052848,0.0026715,-0.0024012,67.232,1,0.0012413,0.00024133,3e-05,-2e-05
17.924,-17.582,2.0841,-0.10451,358.03,0.83365,-3.2438e+09,-5.2473e+09,358.83,-17.924,1.9807,-0.081905,10868,-17606,5.4212e+05,12071,-26576,4.7373e+05,0.3882,0.023709,0.022519,0.056381,0.0024095,-0.0022457,67.22,1,0.0012427,0.00024267,3e-05,-2e-05
18.064,-17.693,2.0376,-0.10544,357.95,0.80069,-1.9096e+09,-4.4908e+09,358.71,-18.064,1.952,-0.08035,12322,-18312,4.5917e+05,16085,-24796,3.7751e+05,0.36928,0.0031922,0.020804,0.059504,0.0021874,-0.0020004,67.209,1,0.001244,0.000244,3e-05,-2e-05
18.064,-17.693,2.0376,-0.10544,357.95,0.80069,-1.9096e+09,-4.4908e+09,358.71,-18.064,1.952,-0.08035,12322,-18312,4.5917e+05,16085,-24796,3.7751e+05,0.36928,0.0031922,0.020804,0.059504,0.0021874,-0.0020004,67.209,1,0.0012453,0.00024533,3e-05,-2e-05
18.181,-17.774,1.9916,-0.10555,357.88,0.79697,-1.1519e+09,-3.8457e+09,358.62,-18.181,1.9187,-0.078243,13765,-19012,3.8027e+05,17448,-23150,2.8717e+05,0.36989,-0.01749,0.018702,0.062318,0.0020043,-0.0016992,67.198,1,0.0012467,0.00024667,3e-05,-2e-05
18.275,-17.826,1.9382,-0.10539,357.82,0.81132,-6.5833e+08,-3.308e+09,358.5,-18.275,1.881,-0.075818,15024,-19665,3.0583e+05,19313,-21561,2.0126e+05,0.38438,-0.037891,0.016299,0.064976,0.0018551,-0.0013881,67.188,1,0.001248,0.000248,3e-05,-2e-05
18.275,-17.826,1.9382,-0.10539,357.82,0.81132,-6.5833e+08,-3.308e+09,358.5,-18.275,1.881,-0.075818,15024,-19665,3.0583e+05,19313,-21561,2.0126e+05,0.38438,-0.037891,0.016299,0.064976,0.0018551,-0.0013881,67.188,1,0.0012493,0.00024933,3e-05,-2e-05
18.35,-17.856,1.8795,-0.10436,357.75,0.83616,-4.8452e+08,-2.8563e+09,358.39,-18.35,1.8391,-0.072875,16227,-20319,2.3636e+05,21232,-20858,1.2501e+05,0.40751,-0.057379,0.013782,0.067487,0.0017395,-0.001057,67.179,1,0.0012507,0.00025067,3e-05,-2e-05
18.409,-17.876,1.8178,-0.1026,357.68,0.86693,-4.6459e+08,-2.4707e+09,358.34,-18.409,1.7934,-0.069491,17336,-20798,1.7266e+05,22986,-19968,57613,0.43519,-0.075743,0.011265,0.069851,0.0016532,-0.00070672,67.169,1,0.001252,0.000252,3e-05,-2e-05
18.409,-17.876,1.8178,-0.1026,357.68,0.86693,-4.6459e+08,-2.4707e+09,358.34,-18.409,1.7934,-0.069491,17336,-20798,1.7266e+05,22986,-19968,57613,0.43519,-0.075743,0.011265,0.069851,0.0016532,-0.00070672,67.169,1,0.0012533,0.00025333,3e-05,-2e-05
18.456,-17.892,1.7538,-0.10043,357.63,0.89737,-4.9824e+08,-2.1176e+09,358.28,-18.456,1.745,-0.065689,18420,-21267,1.151e+05,24452,-18679,-1648.6,0.46444,-0.093,0.0089145,0.072157,0.0015869,-0.00035089,67.161,1,0.0012547,0.00025467,3e-05,-2e-05
18.492,-17.904,1.6869,-0.097497,357.58,0.92196,6.3418e+08,-1.746e+09,358.19,-18.492,1.6944,-0.061374,19360,-21652,63267,25466,-18560,-53097,0.49364,-0.10932,0.0066541,0.074551,0.0015316,1.265e-05,67.154,1,0.001256,0.000256,3e-05,-2e-05
18.492,-17.904,1.6869,-0.097497,357.58,0.92196,6.3418e+08,-1.746e+09,358.19,-18.492,1.6944,-0.061374,19360,-21652,63267,25466,-18560,-53097,0.49364,-0.10932,0.0066541,0.074551,0.0015316,1.265e-05,67.154,1,0.0012573,0.00025733,3e-05,-2e-05
18.52,-17.908,1.6192,-0.093896,357.52,0.93783,6.9814e+08,-1.2989e+09,358.11,-18.52,1.6418,-0.056676,20332,-22250,16810,26334,-19178,-96593,0.52186,-0.12485,0.0046433,0.077103,0.001485,0.00035904,67.146,1,0.0012587,0.00025867,3e-05,-2e-05
18.54,-17.91,1.5504,-0.089308,357.47,0.95013,7.9404e+08,-8.0143e+08,358.07,-18.54,1.5869,-0.051354,21307,-22829,-24430,27463,-20771,-1.3554e+05,0.54914,-0.13979,0.0028793,0.079838,0.0014498,0.0007054,67.137,1,0.00126,0.00026,3e-05,-2e-05
18.54,-17.91,1.5504,-0.089308,357.47,0.95013,7.9404e+08,-8.0143e+08,358.07,-18.54,1.5869,-0.051354,21307,-22829,-24430,27463,-20771,-1.3554e+05,0.54914,-0.13979,0.0028793,0.079838,0.0014498,0.0007054,67.137,1,0.0012613,0.00026133,3e-05,-2e-05
18.554,-17.905,1.4779,-0.083064,357.4,0.96097,3.2057e+09,-2.2675e+08,357.97,-18.554,1.5299,-0.045513,22358,-23594,-60520,29050,-22050,-1.6888e+05,0.57617,-0.15434,0.0014066,0.0827,0.0014148,0.0010405,67.128,1,0.0012627,0.00026267,3e-05,-2e-05
18.563,-17.892,1.4032,-0.076476,357.32,0.97007,5.7307e+09,4.5407e+08,357.82,-18.563,1.4715,-0.039056,23429,-24303,-91768,30470,-22450,-1.9471e+05,0.60322,-0.16856,7.3629e-05,0.085736,0.0013677,0.0013745,67.116,1,0.001264,0.000264,3e-05,-2e-05
18.563,-17.892,1.4032,-0.076476,357.32,0.97007,5.7307e+09,4.5407e+08,357.82,-18.563,1.4715,-0.039056,23429,-24303,-91768,30470,-22450,-1.9471e+05,0.60322,-0.16856,7.3629e-05,0.085736,0.0013677,0.0013745,67.116,1,0.0012653,0.00026533,3e-05,-2e-05
18.567,-17.874,1.3302,-0.06951,357.22,0.97455,6.7062e+09,1.2022e+09,357.65,-18.567,1.4122,-0.032111,24534,-25029,-1.1895e+05,31465,-23175,-2.155e+05,0.63002,-0.18237,-0.0012087,0.08898,0.0013091,0.0017011,67.101,1,0.0012667,0.00026667,3e-05,-2e-05
18.568,-17.852,1.2568,-0.061797,357.07,0.9843,7.595e+09,1.8664e+09,357.46,-18.568,1.3512,-0.02466,25499,-25537,-1.429e+05,32327,-24053,-2.3567e+05,0.65655,-0.19587,-0.002403,0.092456,0.0012431,0.0019988,67.08,1,0.001268,0.000268,3e-05,-2e-05
